MW;1-2;2-2;3-2;4-2;5-2;6-2;7-2;8-2;9-2;10-2;11-2;12-2;13-2;14-2;15-2;16-2;17-2;18-2;19-2;20-2;21-2;22-2;23-2
14,7392;340,196;446,5058;528,2436;369,5267;2262,6995;306,692;288,8943;209,2287;168,8371;69,4098;246,9724;208,1424;172,2211;279,2055;349,7129;413,4022;157,403;166,0697;557,7686;279,2098;467,078;415,1965;342,0879
14,9369;341,0327;459,3317;521,0604;375,0877;2114,2027;304,1899;291,4495;221,3275;166,5818;64,6531;250,9343;209,2089;167,7104;275,4689;342,4424;411,4744;153,6843;156,0009;560,3239;291,4059;469,0358;423,8472;336,3848
15,1346;332,6209;467,1016;509,2327;381,0472;1979,7992;300,9776;291,2757;232,8615;166,9906;63,7437;254,3368;209,7392;156,7209;275,5286;343,8038;417,3656;145,4641;145,517;572,2965;292,7749;484,0577;445,402;342,9628
15,3323;327,3096;458,0753;513,9928;387,1347;1827,4011;310,5295;291,4015;231,1194;167,9113;64,05;263,8657;206,8821;147,2946;274,8597;339,1963;400,6121;141,7243;137,7253;595,7368;289,7278;476,5463;460,0535;362,0334
15,53;330,7998;458,4636;514,053;402,0726;1692,8392;323,5403;290,9612;230,2247;170,5535;59,423;263,1901;204,3488;149,9445;271,8269;331,2535;390,4363;138,9724;130,6769;638,1144;291,7846;481,8444;474,898;363,1354
15,7277;328,9257;463,5172;519,3096;420,5818;1522,3569;351,5669;286,9493;234,3935;171,313;60,6024;269,0664;208,1188;150,1759;267,5824;324,9785;387,299;131,606;129,2648;667,1287;289,9009;477,6635;487,0976;368,6415
15,9255;319,1952;459,6725;518,3885;433,3202;1337,4122;371,1861;286,0392;222,5143;164,4518;56,9484;277,314;204,3008;139,1612;256,4881;313,6278;378,7366;127,5812;122,3499;698,1118;285,7542;474,3534;506,1731;371,1282
16,1232;316,9331;462,0723;524,0457;444,8258;1180,6948;378,6505;287,6096;208,2422;160,7865;51,6743;278,87;193,4864;129,4512;248,1477;294,778;379,0053;129,5317;116,1667;727,66;282,025;474,437;506,8664;373,0885
16,3209;312,0695;453,8747;513,8114;454,9918;1011,1139;399,3156;283,6846;188,6958;162,644;53,0021;264,6405;185,0186;123,3187;245,7547;268,1784;370,5091;126,3398;108,3443;750,4819;273,1138;470,451;514,4998;375,1261
16,5186;303,0257;435,7601;492,5958;470,7608;867,4682;420,2042;280,7199;168,6866;166,4294;51,7891;266,7409;180,2601;114,9113;235,9625;259,5733;355,0172;125,3966;100,5047;777,3135;260,0965;461,0262;504,5187;389,7704
16,7163;293,9313;416,4019;451,338;472,0776;734,0054;443,3145;278,7883;157,7359;177,2683;47,9098;267,6708;171,9866;103,9144;223,7793;267,4085;341,9525;123,1902;90,9131;776,643;242,2627;445,3283;499,4194;382,6065
16,914;286,3648;407,7267;411,7112;470,5865;619,4837;457,6658;271,3876;149,4054;177,0097;44,5671;254,3435;159,7059;98,3318;217,2255;246,9783;320,3206;125,7126;90,7039;777,4954;223,9549;440,6672;491,1027;364,7724
17,1117;265,2267;384,5649;378,9366;472,1604;541,1571;466,3014;260,573;129,9455;173,0933;43,491;239,8815;146,0818;99,7574;208,7981;252,471;298,6159;121,6167;89,2986;766,5539;209,929;443,3176;449,1605;352,3049
17,3094;235,3176;354,2457;340,161;449,7068;469,7481;484,5323;243,2103;117,9204;174,4143;44,6299;226,8625;131,7572;98,3342;195,0489;233,1988;271,6484;118,3284;74,9529;742,4901;198,3913;444,0088;407,5204;338,3867
17,5071;214,1828;326,3219;305,097;427,736;415,313;482,9979;235,5341;104,4598;176,7831;42,9977;220,6012;120,0205;94,6029;183,8861;225,8814;248,1374;112,5;64,0212;703,4487;187,7391;452,0696;372,3394;324,066
17,7048;196,142;294,6541;268,7995;403,4411;371,7562;463,0132;230,7888;92,1628;174,3476;40,444;204,4724;111,3974;90,1705;179,708;221,4403;228,3445;108,7557;67,6075;670,6902;179,4627;469,9003;332,632;311,2258
17,9026;174,0903;264,2913;245,1053;377,8416;334,07;446,155;218,9274;85,2459;160,0202;35,7454;186,7012;101,0125;87,9567;178,3717;209,6985;209,3994;102,4871;61,9639;640,7899;178,3358;469,2294;296,9549;294,8407
18,1003;150,4786;230,8578;219,7263;341,2191;314,3754;423,9104;213,704;84,1674;151,5237;43,3385;173,799;94,4095;88,1515;175,1716;197,8415;199,2232;95,2244;58,0671;599,7551;169,4392;461,6646;265,4466;280,0979
18,298;135,709;199,5399;189,9062;307,6242;302,2397;401,926;213,4923;84,0671;146,9337;47,1412;165,3123;85,3805;84,8224;175,6639;195,2352;187,325;92,2941;60,5535;561,2018;162,3244;464,7262;238,0098;273,4901
18,4957;119,1239;181,1618;167,754;278,5518;298,5982;377,6377;193,622;86,5581;134,5383;44,3066;148,0926;75,3991;82,7539;176,8642;189,5521;174,6468;100,5505;57,527;535,4674;161,442;457,6938;212,1103;261,9952
18,6934;105,1991;165,8332;154,1238;246,4855;287,2101;334,4511;184,3014;82,1805;123,5486;42,555;132,4402;71,4817;81,0695;175,4314;186,4057;170,2891;96,7725;51,0217;506,94;160,2401;446,4595;192,7626;251,7689
18,8911;94,4377;149,7771;150,4441;224,0002;281,0103;288,1085;181,1838;81,6092;114,2012;45,25;125,7215;63,2906;79,2917;163,0525;174,7522;168,8853;85,2299;45,6943;479,3704;156,4669;431,9132;180,5903;247,0767
19,0888;86,7015;141,7998;144,4659;203,0243;280,0735;252,7039;177,0663;76,0496;107,6551;46,8583;115,9167;58,3377;80,4956;163,3423;168,4606;172,4482;83,3296;47,5713;450,1036;150,9464;409,4557;173,8343;246,4375
19,2865;81,9038;134,2165;135,6374;183,9858;280,5596;226,7256;171,8225;70,5099;101,5422;43,7014;114,9838;58,6746;78,0707;164,5071;180,9804;178,2153;89,943;50,7955;417,4692;151,6322;394,8278;170,3305;249,373
19,4842;77,6831;124,0405;133,3226;169,5192;271,638;207,7772;163,2356;69,0739;93,9618;41,8191;112,9096;60,4186;79,6187;159,6463;183,0539;182,0978;83,9075;47,8479;400,4108;152,7038;375,2986;173,1464;249,5872
19,682;75,9401;121,9786;135,4843;152,5487;274,4278;189,8285;164,7227;70,8968;89,001;42,4238;112,1854;60,1169;80,6319;156,227;169,4093;180,9942;85,45;46,1337;392,5562;152,2635;358,2943;181,0726;251,1267
19,8797;73,1496;120,7386;135,3293;141,9911;276,0829;178,907;175,1272;64,2426;85,0173;45,3998;112,2138;56,3688;88,8609;153,9696;163,1834;177,423;91,9948;47,0161;388,0085;152,9772;337,6987;182,5439;253,1399
20,0774;73,2308;114,8133;130,6259;140,2351;273,9723;172,6397;170,6013;63,2491;84,1519;45,3581;104,9692;50,9009;92,1575;147,0063;168,6571;177,7898;94,0668;48,0399;383,5435;148,749;328,1916;182,7331;248,8414
20,2751;77,8375;113,5471;131,3334;137,5007;265,2741;166,0695;159,8847;62,7814;84,9316;45,2976;109,2838;49,6333;87,9149;146,8974;170,7715;175,2579;98,9153;47,7168;383,5987;140,0977;306,4627;186,6046;241,1894
20,4728;78,7931;113,7224;128,8884;134,2815;256,7683;158,2506;155,3661;64,3931;79,211;46,0323;113,1382;52,3743;79,8789;147,0443;164,2395;174,111;103,6713;48,4292;380,7613;138,3841;298,5974;186,6727;233,3572
20,6705;74,1102;113,5812;132,1634;134,7993;250,2177;153,5736;154,3226;62,5392;78,2674;49,366;105,7815;53,7802;89,1218;147,3105;168,5721;173,6265;105,518;48,8427;381,1424;134,6127;268,8695;182,9635;226,5353
20,8682;69,4806;111,4009;131,0749;137,5287;247,1449;153,2899;151,3392;56,1865;71,9467;50,427;103,5422;46,8368;88,7626;141,141;169,1164;165,7563;110,1219;48,1826;374,2848;129,1937;257,2355;190,5306;216,7178
21,0659;68,0238;108,8386;125,2553;138,0292;233,5461;151,7004;149,9056;55,7618;70,4874;50,1942;108,2384;47,1566;90,5661;141,3827;162,2415;165,3557;110,8888;47,3891;362,7116;123,5272;251,1113;193,6157;207,0642
21,2636;67,7423;110,0199;113,8599;135,4688;220,4273;150,4513;142,9843;60,7231;71,7774;51,6642;105,1414;51,9081;85,1787;143,8904;166,8967;153,2724;112,987;46,6171;352,9552;123,0879;242,8319;176,8776;202,5871
21,4613;64,6133;106,5354;112,35;129,5072;217,5188;143,1047;140,2728;62,6946;75,8077;52,8631;103,7305;45,8068;82,9348;134,7259;168,0738;138,5141;114,0207;50,1844;346,8994;120,6637;261,9392;169,5063;200,6327
21,6591;62,2979;102,0644;108,2501;126,6108;205,3463;140,6196;150,031;67,9749;80,3831;54,5543;99,0111;42,9495;87,9733;138,1991;170,5923;132,4135;120,7901;43,705;340,3808;117,9262;250,3071;167,6352;196,3445
21,8568;64,9541;100,1286;102,9421;123,8237;194,373;142,7853;150,5635;64,9015;82,2882;48,1933;91,4245;43,8351;90,6756;141,1947;174,0277;125,5121;114,175;42,4547;325,0409;122,7785;251,5549;163,3294;191,1809
22,0545;64,3285;94,632;106,2643;124,1581;185,5669;147,5482;148,9416;70,1458;85,3594;52,1409;91,7434;44,9905;94,1468;140,7042;180,3668;118,8973;112,0258;44,112;306,4878;127,5614;262,0533;158,26;190,3101
22,2522;64,7422;93,608;111,2551;117,9636;179,5729;139,4377;140,4748;77,7023;85,8643;54,1656;96,3863;46,4302;101,1713;150,6531;187,478;119,1134;118,8786;53,4543;300,0072;123,6854;272,6777;155,4541;193,275
22,4499;65,6232;94,0356;111,5966;116,6082;175,4765;140,5324;135,1195;84,629;91,121;57,2983;93,9918;45,5213;115,1484;156,3061;202,2872;129,9684;110,4123;47,9594;294,629;125,4328;276,8355;161,3198;197,2172
22,6476;67,72;98,6312;109,8417;116,5789;172,0543;138,8954;137,4437;92,3417;95,4912;56,2596;94,1448;50,4197;121,5828;164,0227;219,4009;181,055;104,0177;45,9118;295,6421;129,6608;295,6707;165,5115;200,9819
22,8453;66,5045;97,3396;109,9071;117,2859;163,3235;129,1981;147,7552;107,2813;96,5277;55,7655;100,2602;56,7337;130,4503;176,5846;233,9238;225,6544;104,3188;44,6155;300,4869;142,1147;326,742;165,7473;200,9215
23,043;68,7353;99,4551;113,3691;115,6975;162,584;125,2541;152,0856;111,7317;96,883;54,9087;103,9254;53,9795;142,7669;197,6371;249,3665;188,8813;106,8816;49,1849;306,5345;151,109;335,302;171,0462;205,073
23,2407;75,2749;107,2376;118,9281;114,6504;164,6862;125,1204;153,4566;110,6579;99,8097;59,7527;107,0244;56,4687;165,6204;213,835;273,1114;140,7546;116,0085;52,9331;319,9624;163,3533;352,8516;175,1329;211,8437
23,4384;77,8203;113,2263;134,2735;123,3504;171,7286;127,3917;155,329;129,8045;101,906;66,4714;113,7211;63,6512;164,3032;232,3753;295,2003;140,1909;125,0909;54,0079;347,4034;175,0475;379,2459;187,9222;219,4807
23,6362;82,4425;123,3896;145,1237;128,9459;175,5977;124,2151;168,4821;151,5628;101,4308;69,1751;123,2542;73,2632;178,9862;251,2108;306,4323;150,4713;135,071;57,9401;367,2875;182,3977;392,6949;199,1575;227,7554
23,8339;88,0735;132,8556;158,5973;138,9645;180,2298;119,9313;173,9247;154,5333;101,0703;75,6896;131,0974;77,2734;197,0093;264,1048;326,3625;159,8523;140,7847;61,9669;379,2955;191,5785;398,6781;215,2626;233,1097
24,0316;98,8742;144,9374;168,0141;150,5028;184,0509;126,3646;174,0535;163,9637;102,6039;87,543;139,0978;83,7378;213,2165;283,9075;349,7394;167,9563;149,5212;62,5304;395,2979;206,2113;382,5551;236,4626;241,248
24,2293;114,3457;159,441;176,958;160,59;195,2545;133,0107;186,9776;177,3182;104,2633;98,7975;149,7148;93,1981;234,2217;304,0855;373,1916;177,4794;166,8946;65,7406;415,5096;212,6194;367,4785;248,981;235,1943
24,427;128,7271;175,8772;190,1128;178,7264;208,4841;139,5294;201,7875;198,4134;102,4577;105,2877;165,5307;102,8463;258,8359;321,8402;396,6685;186,6428;185,244;75,8867;432,9639;218,5773;367,6566;268,4313;234,9249
24,6247;138,1945;195,2213;219,25;193,7246;218,0069;138,2258;216,1857;209,8428;109,5734;116,5585;187,4646;114,431;282,3148;347,201;422,321;197,7137;211,8882;84,8483;460,344;230,7672;358,6937;298,5612;228,4023
24,8224;159,374;220,034;246,8273;217,8223;223,3139;142,5143;233,7279;222,703;112,5908;130,9118;202,9424;127,1059;299,7724;364,3462;446,2707;211,844;244,2751;87,0334;480,3818;249,4417;353,2685;332,721;217,2571
25,0201;179,8401;249,9412;272,1659;243,6164;231,4318;154,5011;254,1502;246,9843;110,1973;148,3445;223,5122;145,9809;333,3572;385,2764;477,1874;230,6473;288,6788;92,8214;524,7575;266,6397;339,0797;366,2776;211,9785
25,2178;200,7602;277,8867;299,252;268,5855;244,855;165,9501;279,0827;268,7683;114,1246;171,3537;245,2441;164,7516;362,2893;405,3563;509,5091;249,6324;330,8612;101,0031;571,7926;278,429;336,5295;388,0228;207,5097
25,4156;224,3445;303,0823;322,4456;299,6081;252,4276;179,9854;301,6932;290,3508;117,5891;194,4522;262,3448;181,998;405,9173;428,2703;542,3534;269,6201;384,4066;114,6803;599,5417;284,8254;347,9369;414,4897;205,1964
25,6133;252,2001;334,805;352,8752;334,1479;265,883;194,8967;329,455;317,2947;124,1193;217,3508;284,1746;201,9147;406,9126;451,2251;579,3126;288,672;450,6257;132,1434;629,3898;293,7356;357,7271;450,8484;211,8438
25,811;283,6173;374,3266;381,5552;370,3126;279,0857;213,7387;370,2163;345,5109;136,0393;243,3147;305,1438;228,172;429,1493;474,26;613,7853;319,936;516,8515;150,0095;659,8486;294,8299;375,7198;483,6599;216,6642
26,02;319,3567;409,5674;409,1549;408,7761;291,2955;238,9591;406,7213;372,6993;145,34;273,6119;329,0343;262,8017;464,1352;509,6584;642,2548;355,7444;598,2131;170,827;702,0614;298,5189;383,4058;517,1371;215,7648
26,2477;355,1366;445,6933;448,3935;456,7423;305,3139;278,2115;443,4112;394,7693;155,2439;301,272;359,9772;296,2625;483,7312;530,3091;666,308;394,2109;697,0701;198,5558;759,2124;313,7805;389,2025;559,0106;228,0024
26,4849;392,7408;490,9605;490,1881;512,3868;313,1406;333,0682;489,713;416,1396;173,6347;323,0044;390,0618;323,1408;499,8917;550,0148;690,1943;431,8091;790,6918;233,0368;820,5617;332,0073;408,6492;604,6164;241,5188
26,7221;432,6273;543,5895;529,8265;560,4275;320,5316;382,1915;533,4942;431,111;193,2082;345,003;416,7247;355,0182;507,737;572,1424;717,5291;467,0145;873,9235;269,33;889,1664;347,8514;426,229;648,88;237,1682
26,9594;471,8175;596,1202;570,4354;610,1414;332,5409;441,0745;585,5821;430,541;212,5883;365,4695;445,0098;395,8917;490,8209;581,6664;735,4552;508,0479;976,9366;304,0462;969,2873;362,6881;448,804;698,91;236,4969
27,1966;516,0743;644,7268;613,3368;667,1156;342,8168;513,8176;637,8977;424,9908;235,3976;381,8432;479,1035;433,373;467,5463;590,2386;737,8467;553,3565;1063,2227;338,9755;1042,5131;371,8255;465,2971;750,4805;242,1374
27,4338;554,0138;692,2582;654,1278;713,42;353,646;573,6541;685,0491;418,0211;260,4097;391,428;508,6409;465,4615;458,5264;606,0308;742,6993;596,3427;1118,6203;371,9839;1094,0098;378,4317;467,5614;791,9079;254,9645
27,6711;574,9377;731,3717;694,3734;759,2386;363,9961;624,0644;741,3954;406,1042;288,0258;389,0039;532,0354;492,903;444,1661;618,0827;747,5538;629,9392;1160,3585;393,7016;1127,8131;387,3122;478,0638;823,5811;253,8073
27,9083;598,9351;768,5987;746,5764;790,1644;362,1717;683,7897;768,0856;392,6299;307,1846;386,1864;553,7163;515,6227;413,8334;617,8963;745,4688;655,3005;1199,2523;401,7378;1176,0887;390,0351;483,9808;837,5127;248,3684
28,1456;625,1343;806,7792;771,5845;810,9838;362,1625;729,8617;773,5791;381,4183;323,2939;376,6564;565,5768;534,1516;388,5008;616,9136;732,9521;666,764;1230,4086;411,642;1231,2858;384,5941;481,3269;855,1274;243,074
28,3828;636,7842;825,2816;772,9935;828,1128;370,9985;771,3808;785,4374;367,6132;331,3521;346,9014;570,8832;546,5293;364,1352;607,9556;703,0289;662,3691;1181,2335;413,7004;1258,5614;375,1721;471,0788;870,177;231,572
28,62;640,7684;842,0331;748,0421;849,8953;386,2379;775,1636;770,9693;346,306;342,5746;323,9564;571,9938;550,322;335,4612;599,3415;676,723;638,1131;1136,3105;382,1525;1259,9939;365,9436;458,5753;868,3552;228,9068
28,8573;639,9042;821,9506;726,8555;845,7383;413,8308;740,4241;782,5486;330,3025;358,6621;302,6774;562,0607;543,9099;319,5702;593,3454;638,6323;619,5848;1066,3338;369,9154;1239,4576;353,7795;444,3698;851,2074;226,1644
29,0945;608,9819;795,4678;718,0278;832,02;432,8719;712,1831;764,5165;319,4058;363,0359;278,2349;549,8362;533,2806;309,1665;576,2703;604,5054;587,2987;1015,887;359,6408;1229,5793;335,2548;418,9821;837,7938;213,5718
29,3317;587,7498;772,3176;688,4617;805,8268;455,6994;688,9522;724,3191;296,6635;363,1631;250,4935;534,5959;521,8897;287,573;557,7087;578,0029;550,4856;1017,6868;334,415;1170,2426;311,6878;396,544;811,0705;205,5811
29,569;564,5842;729,5858;661,9154;788,0542;503,3039;648,2002;703,5147;270,7774;357,7065;229,8502;508,1209;519,6656;268,9002;526,055;550,9556;524,9966;945,8193;306,2861;1099,9078;292,3444;381,0217;783,1227;197,8968
29,8062;534,4386;695,8684;627,3449;761,3984;559,5057;606,3387;675,3118;253,7245;356,5538;208,6244;489,516;513,1762;260,7921;490,7714;520,0761;506,6804;853,9286;287,282;1025,8358;273,2844;361,501;763,4389;189,2126
30,0435;508,8016;668,0366;589,0202;728,3442;622,7697;571,0671;652,6022;237,6564;351,7221;187,5248;465,1115;487,4993;238,9451;485,8309;500,5772;468,3287;799,4095;268,4849;974,8751;253,2821;340,5999;710,4314;179,8461
30,2807;476,9286;631,6222;556,0442;695,9908;679,5992;559,5737;639,5404;220,7768;340,14;167,6809;430,8158;463,9308;235,0204;463,142;481,7663;445,3965;718,9161;250,8304;926,0941;240,7027;325,7073;672,3904;171,9997
30,5179;455,8559;590,7059;540,6063;666,4357;725,6488;534,2258;597,9252;202,2773;333,4835;148,0736;406,1976;438,2812;223,6517;441,4565;458,1537;446,7196;658,3529;234,1483;885,6289;235,772;316,3417;635,8736;168,916
30,7552;423,4746;557,337;516,2445;629,9583;770,6086;502,3843;559,7134;183,542;316,7176;132,6801;388,8685;404,5756;214,5345;419,657;433,9154;409,4195;595,5482;216,9927;825,1057;219,5722;302,3473;591,7016;163,71
30,9924;395,8566;513,3281;487,5476;600,5157;816,7978;479,5633;526,4414;169,6908;298,8188;124,1555;368,6833;368,1575;201,7039;395,3785;417,8927;366,1038;541,176;205,0106;766,4176;200,8887;296,3208;551,4225;156,8738
31,2296;357,0025;467,9094;435,19;566,966;838,0862;460,5467;490,8073;158,798;282,6872;115,5941;336,5814;330,7371;192,1228;355,7037;415,8963;343,8599;481,0638;193,9819;712,6997;187,3988;293,7847;506,6967;151,4409
31,4669;324,12;430,2641;402,6667;538,3051;845,2633;457,179;455,2442;146,4576;263,2617;104,0149;320,4067;302,6579;194,3955;353,5655;390,4964;328,5316;426,8547;189,9242;669,538;172,7378;296,6385;460,9068;151,2446
31,7041;300,7453;408,0988;370,5886;499,2533;822,4018;428,547;420,5887;135,1157;244,4516;91,9184;298,2186;279,5859;190,2732;340,201;373,5;313,0418;381,5189;175,8047;620,0386;164,5269;287,9369;425,4485;147,3933
31,9414;278,6371;373,0079;336,1041;460,2612;785,1233;405,9054;406,4317;128,1731;226,1093;82,3225;269,0102;258,2071;185,3047;319,7896;360,3726;301,0214;339,1043;157,8825;579,4929;164,4907;290,7223;399,3749;140,3944
32,1786;250,9373;340,6967;315,4102;423,6239;744,363;388,1752;365,5624;118,3874;200,1328;77,8035;235,2424;234,8206;182,2131;294,1915;343,4038;291,5454;306,9502;145,8063;542,0349;154,3673;300,4617;375,685;138,7344
32,4158;233,7487;314,6525;293,6228;393,6534;675,3699;379,1097;333,178;115,1431;174,8194;76,6439;218,8962;222,5876;178,5437;295,3657;333,8842;290,3828;284,9293;132,72;498,802;144,5146;293,3813;350,3492;140,3943
32,6531;219,2204;294,9233;272,8317;375,1809;613,1478;353,5845;311,9891;111,0255;162,6115;71,7483;211,0167;216,5551;177,6257;283,2732;329,6991;283,9617;258,0713;121,3762;467,1483;144,1829;290,6417;328,2772;143,7943
32,8903;200,561;283,1914;251,5528;345,6571;559,9473;326,7772;287,9118;111,2026;144,3316;69,4885;203,98;196,1527;175,3485;270,1092;329,0216;274,8936;247,2727;114,4859;446,4397;140,0638;290,7427;315,247;143,8447
33,1275;183,009;265,2047;234,0577;321,0886;493,4981;304,5288;270,8447;110,535;130,6797;60,494;197,483;185,6647;176,7569;263,6288;326,0047;273,0989;219,78;107,3766;425,028;132,3187;291,7398;295,2286;142,0426
33,3648;170,8308;247,6993;228,1343;309,7612;440,2962;285,0317;267,7569;108,3725;121,7254;58,2486;186,325;184,5919;177,0485;266,7036;319,9691;259,7818;198,8176;100,2582;406,6934;138,5516;297,9149;278,8564;147,6002
33,602;163,4583;232,7597;213,5272;293,5514;388,3479;264,9097;256,4286;108,1151;113,7112;52,5313;172,0023;184,7145;181,233;264,5769;321,0238;243,4622;181,6251;92,2636;386,2176;135,9575;293,1214;269,3412;147,6339
33,8393;154,2784;221,7123;200,1128;277,8401;343,8819;252,7668;249,4511;103,6157;106,5671;51,2513;163,0942;172,0029;184,8225;267,4894;326,2505;243,9731;181,9093;85,2212;374,9683;125,1815;287,3303;262,7892;148,9716
34,0765;146,9596;215,9037;203,0031;266,8114;306,7458;237,3304;247,2304;103,8243;97,5238;50,6858;159,887;171,0606;180,6106;263,2748;330,9908;240,748;176,5452;82,2841;357,7366;122,2683;286,1968;256,5276;147,8089
34,3137;142,6185;213,5242;202,0659;259,3655;279,1677;224,4704;239,7549;101,3297;92,3869;49,4696;156,7071;172,9485;184,675;266,959;335,6683;226,4973;170,4066;77,854;348,3392;119,4235;286,826;247,9986;146,3778
34,551;140,3597;214,1853;192,1672;249,5491;266,7196;208,5494;226,4907;101,954;82,6187;48,9389;156,0215;176,5035;185,9474;268,3785;339,2367;220,1563;158,4195;73,8726;335,8857;115,6771;282,0896;246,6234;145,2768
34,7882;140,1271;208,1438;190,1389;244,8789;237,8351;190,0378;220,1234;106,9948;81,5988;48,5545;158,2784;186,485;187,1187;278,4462;345,7088;219,6501;165,9078;68,6438;320,5024;121,3769;278,8734;244,3537;141,6652
35,0255;135,5469;203,8167;185,8054;239,4401;217,7047;178,2825;222,6562;116,3576;86,49;51,0711;151,1641;181,9075;201,9753;287,408;357,5367;218,807;149,8888;64,8522;313,2683;116,6407;275,3501;241,6861;137,8747
35,2627;135,0903;205,2435;178,6105;237,9851;209,0389;170,7852;226,4985;112,311;82,8424;53,5498;148,6833;192,6633;197,0612;282,4796;363,1555;220,5676;161,4037;67,3352;308,1769;115,2111;275,5486;239,6777;136,6934
35,4999;134,3463;202,6662;176,2087;232,0496;191,7935;163,6378;225,3911;114,4688;79,8671;52,431;145,6681;180,4007;188,9542;287,1169;356,0145;213,3034;157,1498;65,2001;295,574;113,6132;276,2873;238,1906;136,4463
35,7372;133,5978;202,2406;171,7123;226,0503;185,617;154,2615;215,4876;121,6621;75,3709;51,8178;148,4271;185,4628;198,6572;294,7281;358,2088;199,4565;159,0309;58,4625;296,3928;108,1111;267,7893;234,5924;136,4632
35,9744;133,1267;204,771;172,5875;224,3154;182,0085;147,1647;208,0948;126,3183;77,6973;51,9372;150,0624;192,4821;197,6345;296,6871;359,7014;194,2884;162,2266;59,7193;298,1244;106,4731;259,1108;234,9126;137,4347
36,2116;133,3034;201,0172;173,0557;226,9817;175,8776;136,838;209,3884;136,9515;78,39;48,6062;146,492;193,5374;192,89;293,7355;362,9809;189,3638;162,774;64,051;303,3925;113,803;255,6389;240,3883;134,5413
36,4489;132,5311;193,4611;176,7958;218,0069;167,1264;132,7644;209,7384;151,0643;79,97;50,1827;154,938;199,7368;197,2122;286,7526;361,1788;186,5813;176,5004;64,9983;304,2832;108,9487;249,3821;249,1107;132,0664
36,6861;136,7045;187,71;184,1835;214,4461;159,012;123,8498;209,7403;160,3221;78,692;53,2149;150,0273;206,7536;201,556;298,2798;353,4394;183,6536;172,3492;64,0592;308,624;103,8448;241,1608;252,3735;129,0088
36,9234;136,4787;186,347;184,5342;215,0409;146,8612;118,7042;211,5539;168,8754;75,5035;54,7983;150,1678;218,7425;186,8326;297,2717;355,3756;180,0549;185,0456;61,7825;309,0264;102,4977;237,2263;248,0442;126,3042
37,1606;138,3342;186,1952;183,1681;218,3085;147,5954;115,3651;212,4828;172,6266;76,7315;55,6244;149,3186;222,9922;179,5933;286,6755;357,6302;183,2825;190,7503;60,7587;301,2945;107,1722;230,9081;250,3878;125,41
37,3978;143,5984;189,2811;183,2232;219,054;147,6553;116,4793;212,4892;179,3917;77,6755;59,2169;151,096;228,9511;184,6716;266,182;343,5152;185,2587;204,5862;59,1085;301,8317;108,326;218,4745;264,679;128,2614
37,6351;149,8448;192,9374;191,6377;230,0449;137,6507;111,8642;210,1305;182,742;81,9364;63,782;153,3156;238,3249;177,0389;253,5838;336,5376;185,7504;230,3905;58,2287;304,9846;102,0773;212,2157;272,9873;127,1884
37,8723;151,5924;194,8367;200,049;230,8594;134,0097;109,6516;215,9425;186,1664;80,4769;59,767;153,2123;245,6399;171,5958;253,9931;333,4817;185,9571;268,3028;59,6527;319,6001;98,3521;211,9831;266,1917;118,2087
38,1095;154,1307;196,6593;207,9115;235,7964;137,3044;118,7319;227,7028;181,8377;82,0554;56,7413;152,9572;252,0352;165,6486;259,6847;321,9751;179,8659;302,3499;60,8425;324,1007;96,5539;216,5408;269,5508;114,423
38,3468;156,2333;203,3159;207,2698;241,9608;135,6315;119,1217;215,8818;173,6759;81,9529;57,4986;157,5368;258,874;164,9709;257,9973;312,6426;180,1178;329,6226;65,2592;337,6681;94,9272;206,0651;272,8368;112,5223
38,584;157,0203;207,6504;195,0596;247,5218;139,0544;116,5721;215,7737;162,206;81,2658;60,3253;162,9794;271,339;161,6462;259,1139;309,3912;177,7535;356,3448;63,1255;361,0325;95,9541;205,6099;274,6331;104,3524
38,8213;157,6579;203,6657;197,9504;259,7025;140,7684;113,2785;228,2196;151,9563;86,3852;63,0316;166,5284;267,2095;157,5352;255,4735;305,9714;181,5389;367,3706;62,2433;376,68;95,4643;200,4006;275,8204;102,0722
39,0585;154,0771;201,5553;199,7357;267,477;138,1157;112,7631;220,1442;141,884;84,2132;58,2761;175,7449;263,1495;142,6257;244,3174;295,8729;181,9626;375,4775;69,2835;373,6078;94,4818;200,2581;276,9257;105,4594
39,2957;151,8048;196,4124;199,1294;264,6746;137,8123;119,9996;234,1036;133,6857;87,2668;56,3782;174,5998;262,438;136,8745;243,8865;279,21;180,4444;387,3357;70,9071;392,1477;95,4613;196,3679;275,6736;106,1349
39,533;151,5123;194,8391;201,5794;270,1792;143,5426;112,3652;233,9706;121,2857;89,5329;56,3489;164,7147;254,7577;134,4733;240,357;277,296;166,3882;395,4004;69,0721;393,0646;95,2538;200,3043;272,3321;101,6435
39,7702;149,3296;193,2428;198,9292;275,4529;143,2436;116,266;215,2624;113,3049;92,5216;54,2905;172,7996;238,8926;128,3959;223,241;273,9861;169,3302;395,379;68,2859;398,7814;95,3235;195,4052;268,2588;99,5951
40,0074;146,7442;186,9325;189,3254;270,9445;137,3264;118,6302;210,2493;108,1783;93,8909;54,4432;180,5024;224,1083;122,7294;220,3552;265,5103;175,0014;386,0846;68,3223;405,4834;94,5155;185,8751;266,149;103,8011
