MW;24-2;25-2;26-2;27-2;28-2;29-2;30-2;31-2;32-2;33-2;34-2;35-2;36-2;37-2
26,4228;689,8602;249,1648;562,0685;417,0161;467,1842;489,3123;774,4562;743,6458;502,5792;699,221;633,1151;9,4934;342,6643;391,165
26,6458;679,0879;281,946;603,8779;432,9584;478,7905;547,5692;835,238;768,4721;530,081;757,9365;693,4504;6,7687;373,3998;430,6987
26,8688;667,2036;304,0212;656,7367;456,2029;495,3869;598,3527;889,0762;793,1152;575,4451;827,8477;783,9733;5,3225;394,1623;472,8931
27,0918;658,8683;321,7113;711,9452;456,3382;519,3651;653,2143;956,9426;834,2264;600,3848;897,727;832,195;5,1423;415,3683;520,7125
27,3148;655,6981;334,3135;735,5845;465,5721;532,73;698,623;1019,3755;837,9174;633,2729;936,648;900,8665;8,6789;432,3567;570,1033
27,5378;642,9044;346,6469;776,8613;501,2005;529,7009;733,5504;1068,9495;844,2639;672,0773;956,0975;933,1153;8,3151;445,8551;645,1879
27,7608;614,513;367,9162;794,9942;540,2929;552,6201;785,3351;1128,4003;853,3838;694,197;943,558;958,9471;13,07;494,388;688,543
27,9838;588,1894;374,6162;813,1395;561,0574;562,3208;835,5139;1112,8768;836,964;702,946;938,2528;960,8522;17,5792;529,8785;703,8583
28,2068;564,0744;359,9845;824,5784;568,6545;570,3719;838,6245;1118,7406;810,7852;693,3703;947,488;949,1456;20,2742;541,2001;703,4372
28,4298;538,4888;351,0607;832,8751;602,1046;572,8356;866,2816;1132,8748;781,0876;701,7456;920,1985;943,6364;26,5073;551,3362;667,5269
28,6528;526,1186;337,5475;815,7785;613,8328;572,5798;887,4365;1079,0768;753,8248;690,363;878,6433;906,5304;28,4718;550,9056;686,1994
28,8758;504,0171;323,5011;773,0162;624,9157;573,1482;847,3882;1021,429;719,895;650,4291;846,4422;835,2826;30,8222;558,122;651,6219
29,0988;467,1763;305,783;739,696;624,4252;570,0221;796,969;959,4957;672,9065;611,9898;811,0184;782,2284;33,5422;552,409;628,1307
29,3218;435,7066;281,5241;718,1139;644,5456;563,5237;773,4147;898,2035;634,8946;584,4905;766,5791;716,4519;33,2626;544,2348;587,9052
29,5448;415,8519;258,9673;663,7538;647,7027;561,6799;748,2175;846,5372;604,198;546,4163;705,0097;654,3694;31,7577;539,7327;561,2494
29,7678;396,5741;249,583;613,3892;646,9615;556,9116;712,5093;794,8511;568,6998;518,7731;641,7463;600,6818;28,9463;519,0257;541,1568
29,9908;377,7704;233,0428;575,6937;642,4567;556,7246;662,0114;751,7591;534,8384;494,7854;591,8618;552,0947;34,4953;529,5288;491,4609
30,2139;358,3328;204,2343;555,7349;640,3819;555,3118;630,7644;701,9626;503,0082;463,9118;548,7768;500,8125;29,5157;523,7806;448,8872
30,4369;341,2567;177,5528;529,163;612,4254;545,0609;605,41;647,5668;476,9717;433,2424;513,7428;450,6068;28,0084;514,9013;414,9201
30,6599;327,1296;163,3893;483,0199;591,7599;528,6505;571,892;606,4998;446,5226;408,9543;474,3675;412,5798;26,6601;488,7221;401,104
30,8829;309,8459;147,8205;445,6372;571,9471;515,555;536,9925;573,1239;422,3173;394,1746;433,0445;387,4242;21,4778;473,2856;391,292
31,1059;294,7039;125,422;416,8936;548,3703;492,9705;487,9378;539,8326;389,3164;379,8439;386,1124;363,3282;19,068;461,0283;351,3324
31,3289;284,4753;112,5148;389,1462;531,9436;472,7717;437,7682;508,6976;371,2707;372,7644;348,8194;329,9128;17,915;440,0749;305,4847
31,5519;272,8595;102,467;367,3964;504,6757;470,1815;406,0227;476,4614;360,5856;366,0649;325,9387;287,4241;18,7426;420,4679;280,1273
31,7749;266,4007;92,6081;346,1219;467,0574;452,29;381,8822;442,5213;340,6611;360,643;301,5228;258,6087;19,6855;407,0584;259,9373
31,9979;251,0077;85,8594;326,5218;457,0085;434,8388;369,3152;414,0256;324,8367;354,7914;277,4836;242,2449;14,9721;391,1208;239,2053
32,2209;242,4484;77,6645;312,4477;451,5675;427,6016;343,2119;390,4268;301,4307;346,3904;253,2744;233,6732;9,6287;370,3259;229,8567
32,4439;236,3403;76,2772;300,2467;420,2376;416,5571;306,1631;365,9608;291,268;341,425;234,6169;224,1747;9,2603;351,029;232,5132
32,6669;233,258;71,3598;294,8943;403,3705;407,6287;289,2775;349,5493;288,1891;338,8021;222,7595;213,7389;10,1472;338,7134;223,2168
32,8899;221,454;70,1093;279,8139;401,1742;399,9158;272,6298;335,5552;286,9201;336,4418;214,0881;208,9987;9,1311;329,3672;204,4758
33,1129;216,2273;62,2495;262,7577;393,9425;396,7434;257,1602;326,1277;272,004;325,9914;196,5407;205,9251;7,0597;320,7053;194,1788
33,3359;213,543;62,6426;260,7752;386,4612;400,3521;247,2156;313,6189;263,5496;305,6737;186,0497;201,2775;7,9148;310,0279;182,065
33,5589;213,9927;64,637;264,8455;374,6573;403,053;237,8702;309,4483;260,3429;293,7634;176,8861;198,8081;8,9569;291,6165;178,5017
33,7819;214,6016;64,3387;248,691;362,5867;411,3671;228,063;299,2735;255,6476;286,9793;177,3486;198,1383;11,9415;281,1809;181,1472
34,005;208,3662;59,9196;239,0782;363,5822;419,2844;229,8893;288,7235;258,2046;288,4226;184,5407;198,0931;15,0517;275,4104;173,693
34,228;198,1682;59,0358;236,0425;366,1233;438,3846;226,3937;284,8184;253,4549;267,0227;175,0998;208,0118;14,7275;267,315;176,0733
34,451;192,6627;60,3469;225,8074;341,8783;447,9825;221,2984;284,8196;243,9181;255,4627;164,6074;222,0278;16,7539;254,3894;170,5029
34,674;189,8916;65,6257;222,1813;323,8702;454,5665;211,1859;284,9981;243,2949;246,7068;161,7838;223,3277;13,1692;250,2204;173,4166
34,897;187,9592;70,5185;235,9326;319,3004;454,9316;202,9843;285,6498;243,0782;242,3587;165,5826;226,6695;6,9861;243,028;171,097
35,12;188,6103;68,7721;229,3389;311,8671;447,1171;191,8296;298,6898;232,4548;247,1395;164,6016;230,313;10,9342;240,1953;167,8393
35,343;186,9363;67,5486;232,3482;292,5585;427,075;182,1551;297,4285;230,5777;238,2971;175,1384;246,1437;9,9231;233,5033;171,3471
35,566;183,7962;71,8407;233,5271;284,4291;419,4575;178,6476;293,1277;235,2044;238,4491;170,7018;245,0887;5,1839;227,2538;163,4657
35,789;181,4677;75,0523;231,4249;281,7365;390,0642;186,0017;293,4446;246,0915;238,2228;171,1099;254,6944;6,4105;221,95;156,5385
36,012;179,1501;78,245;234,7143;273,8944;369,1833;187,9587;294,9823;246,7762;237,5787;178,4455;266,0713;4,4109;218,269;154,4267
36,235;178,999;81,1816;226,9614;268,2186;365,9033;178,4579;298,8244;243,7771;237,9936;178,4363;265,1591;8,3262;211,9871;154,1026
36,458;174,4244;79,6332;222,1647;250,8046;354,5821;176,9415;303,2849;247,0103;241,9882;193,1678;270,2956;9,9549;211,1994;156,1701
36,681;166,6792;85,9106;228,4907;238,4949;339,6805;178,0797;311,1089;254,0858;247,2334;212,4316;277,5289;8,8336;210,3978;159,4636
36,904;168,3323;91,6519;234,9933;240,2024;327,8191;182,4013;322,4471;263,7501;258,7483;209,4711;292,2599;8,8665;213,5277;151,8811
37,127;174,5531;88,8745;240,0016;240,3377;314,1219;195,4883;329,5627;277,0728;249,3564;218,1298;294,5875;10,9775;201,1589;148,6201
37,35;180,7233;90,3777;244,1874;228,8794;300,3591;195,5064;334,2291;282,2051;243,0499;239,4741;299,5753;12,7039;198,8149;157,7179
37,573;176,5634;92,5457;235,9545;225,0985;289,2275;200,0595;348,487;280,6769;242,9046;246,3174;311,2397;8,5336;196,6132;163,4887
37,7961;176,5521;96,5927;225,9109;225,2501;276,5945;205,428;359,9476;282,4317;247,1466;268,5283;320,8318;6,4372;186,3086;169,4473
38,0191;179,0411;103,11;236,1716;219,4802;268,0028;206,9372;362,7306;288,5214;252,949;301,962;329,5165;7,7726;197,4763;169,8021
38,2421;176,8212;99,679;248,0704;215,0831;262,4722;211,359;372,3042;299,2886;257,1967;314,9974;325,3695;8,1665;205,0532;170,0644
38,4651;171,4877;98,6768;246,8407;216,3325;255,3685;210,9003;379,7331;309,6653;255,672;331,2092;323,0006;10,2837;207,4228;170,7186
38,6881;171,3382;102,3094;239,9887;219,2107;243,5761;220,651;380,7946;311,242;253,4418;352,2393;315,0043;8,3291;208,2567;168,2054
38,9111;178,181;98,7842;240,1336;216,5734;243,7433;223,3606;385,6661;312,8505;251,7026;352,543;309,1548;3,6439;197,4503;161,0518
39,1341;177,6396;96,9261;236,4335;213,6888;241,4198;223,7631;380,6751;302,0963;250,1944;371,1022;298,9642;4,9286;188,8263;164,3444
39,3571;170,0182;91,8151;233,3898;211,2238;229,7703;214,1631;371,5461;298,1845;246,1422;362,0171;287,1462;9,6384;197,4394;161,7449
39,5801;168,8381;84,6202;231,7829;209,3382;223,9875;209,6225;364,4788;292,9813;238,0602;339,8825;275,1024;11,9869;200,6353;169,7665
39,8031;162,1034;79,3601;225,0524;206,5895;216,4089;209,6196;350,9204;295,7179;227,1052;330,5846;262,6226;8,5099;191,8582;170,5229
40,0261;158,8173;81,3489;222,3127;205,417;217,1636;206,9503;351,7107;278,207;210,9585;313,4107;245,0337;7,8848;197,3247;164,3052
40,2491;157,0001;79,4473;226,8722;206,9665;215,5305;202,4171;324,9369;261,5919;201,1581;294,1144;227,9786;9,623;209,7899;150,7906
40,4721;150,3597;72,298;224,0917;209,535;195,3635;198,0624;306,0766;262,369;195,1789;278,465;213,6361;8,2177;213,983;137,9927
40,6951;147,4477;66,7684;223,109;202,7377;187,1899;199,3074;299,2096;259,7888;195,1001;264,3008;196,8722;5,6823;210,1194;141,9148
40,9181;147,2364;61,2786;204,1177;211,6059;180,6697;197,6337;295,8975;249,678;194,4372;251,3529;184,2545;11,1504;205,8626;143,1105
41,1411;140,8488;58,5539;198,1655;206,9599;177,835;195,9901;283,5236;248,6052;179,2284;247,9755;176,9691;9,8195;201,5179;142,2512
41,3641;131,5054;57,7497;189,0314;193,3123;176,0967;194,747;268,1132;246,1069;173,0629;241,0978;166,8111;5,9659;197,9478;134,6005
41,5872;128,7688;51,1057;180,2813;192,265;172,4937;186,6418;255,6565;233,6081;170,4719;223,1637;157,04;8,7301;200,2737;126,2611
41,8102;128,6826;47,7511;178,7635;190,6145;164,1954;180,642;250,5577;220,7932;163,75;212,3417;150,4942;8,0939;202,7258;121,8051
